,Participant_ID,Language,Study group,Session order,Treatment,Task_type,Task,Task_D1,Task_D2,Task_D3,Task_D4,Task_E1,Task_E2,Task_E3,Task_E4,Education,Position,year_experience,Completeness,question_score,Experiment,Task_Questions_type,All lines,Comment lines,Blank lines,Code lines
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
108,55,Java,D,First,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,5,10.0,1,S1,open,915,12,172,731
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,1,S1,open,346,39,91,216
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,1,S1,open,346,39,91,216
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,0,S1,open,346,39,91,216
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,0,S1,open,346,39,91,216
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,1,S1,open,346,39,91,216
109,55,Java,D,Second,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,5,100.0,1,S1,open,346,39,91,216
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,1,S1,open,923,18,165,740
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,1,S1,open,923,18,165,740
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,1,S1,open,923,18,165,740
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,1,S1,open,923,18,165,740
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,1,S1,open,923,18,165,740
110,56,Java,B,First,WAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,3,75.0,0,S1,open,923,18,165,740
111,56,Java,B,Second,NAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,3,65.0,1,S1,open,252,16,64,172
111,56,Java,B,Second,NAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,3,65.0,1,S1,open,252,16,64,172
111,56,Java,B,Second,NAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,3,65.0,1,S1,open,252,16,64,172
111,56,Java,B,Second,NAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,3,65.0,1,S1,open,252,16,64,172
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
112,57,Java,A,First,WAI,D,D4,0,0,0,1,0,0,0,0,Bachelor,Master,4,100.0,1,S1,open,391,33,89,269
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,1,S1,open,891,6,156,729
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,0,S1,open,891,6,156,729
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,0,S1,open,891,6,156,729
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,1,S1,open,891,6,156,729
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,1,S1,open,891,6,156,729
113,57,Java,A,Second,NAI,E,E4,0,0,0,0,0,0,0,1,Bachelor,Master,4,5.0,1,S1,open,891,6,156,729
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,closed,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,open,140,10,23,107
114,58,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,13,90.0,1,U1,open,140,10,23,107
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,closed,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,open,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,open,132,16,40,76
115,58,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,13,60.0,1,U1,open,132,16,40,76
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,0,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,closed,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,open,107,3,17,87
116,59,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,PhD,Professional developer,6,10.0,1,S3,open,107,3,17,87
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,closed,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,0,S3,open,106,11,13,82
117,59,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,PhD,Professional developer,6,70.0,1,S3,open,106,11,13,82
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,0,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,1,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,1,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,0,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,0,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,1,S3,closed,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,1,S3,open,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,1,S3,open,157,9,23,125
118,60,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,1,75.0,0,S3,open,157,9,23,125
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,1,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,0,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,1,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,0,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,0,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,1,S3,closed,55,8,13,34
119,60,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,1,10.0,1,S3,open,55,8,13,34
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,closed,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,open,127,7,20,100
120,61,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,0.0,1,S3,open,127,7,20,100
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,0,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,0,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,closed,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,open,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,open,154,3,22,129
121,61,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,80.0,1,S3,open,154,3,22,129
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,0,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,closed,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,0,S3,open,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,open,307,3,22,282
122,62,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,2,85.0,1,S3,open,307,3,22,282
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,closed,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,open,133,6,27,100
123,62,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,2,35.0,1,S3,open,133,6,27,100
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,closed,48,13,15,20
124,63,Python,C,First,NAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,4,40.0,1,S3,open,48,13,15,20
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,closed,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,open,165,27,17,121
125,63,Python,C,Second,WAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,4,95.0,1,S3,open,165,27,17,121
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,closed,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,open,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,open,123,5,16,102
126,64,Python,D,First,NAI,E,E1,0,0,0,0,1,0,0,0,Master,Professional developer,5,25.0,1,S3,open,123,5,16,102
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,0,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,closed,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,open,134,0,12,122
127,64,Python,D,Second,WAI,D,D1,1,0,0,0,0,0,0,0,Master,Professional developer,5,85.0,1,S3,open,134,0,12,122
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,closed,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,open,122,35,14,73
128,65,Python,A,First,WAI,D,D1,1,0,0,0,0,0,0,0,Bachelor,Professional developer,2,70.0,1,S3,open,122,35,14,73
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,closed,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,open,133,4,21,108
129,65,Python,A,Second,NAI,E,E1,0,0,0,0,1,0,0,0,Bachelor,Professional developer,2,60.0,1,S3,open,133,4,21,108
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,closed,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,open,148,3,25,120
130,66,Python,B,First,WAI,E,E1,0,0,0,0,1,0,0,0,Master,PhD Student,5,100.0,1,S3,open,148,3,25,120
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,1,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,0,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,1,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,0,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,1,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,1,S3,closed,60,0,15,45
131,66,Python,B,Second,NAI,D,D1,1,0,0,0,0,0,0,0,Master,PhD Student,5,50.0,1,S3,open,60,0,15,45
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,0,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,0,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,closed,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,open,88,0,27,61
132,67,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,4,5.0,1,M1,open,88,0,27,61
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,0,M1,closed,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,1,M1,closed,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,1,M1,closed,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,1,M1,closed,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,1,M1,closed,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,1,M1,open,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,0,M1,open,270,18,49,203
133,67,Java,C,Second,WAI,E,E2,0,0,0,0,0,1,0,0,Bachelor,Bachelor,4,85.0,0,M1,open,270,18,49,203
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,closed,200,6,41,153
134,68,Java,C,First,NAI,D,D2,0,1,0,0,0,0,0,0,Bachelor,Bachelor,1,40.0,1,M1,open,200,6,41,153
